0,3:00:00PM,-27.488088,153.008868,14,20,0
1,3:07:09PM,-27.488354, 153.006157,14,27,9
2,3:10:17PM,-27.488043, 153.003878,14,30,17
3,3:15:23PM,-27.487841, 153.002432,14,35,23
4,3:18:47PM,-27.488704, 153.002221,14,38,47
